CollectionNumber,Collection_Code,Experimental_Code,County_Collected,Location_farm,Location_Code,Location,Year,Latitude,Longitude,Host Plant,Date Collected,Stoarage Location,Storage conditions,Locus1 sequenced,Primers Locus 1,Organism,Clade,Manuscript_Species,Label,Query coverage,percent_Pairwise_Identity,Sequence Length,Sub. Accession number,Sub. strain,Pathogenicity
460,OEO_O460,L-CT2-28,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,99.474,950,AY598658.2,Globisporangium perplexum strain CBS 674.85,
461,OEO_O461,L-CT2-29,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,99.476,955,AY598658.2,Globisporangium perplexum strain CBS 674.85,
462,OEO_O462,L-CT2-31,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,99.368,950,AY598658.2,Globisporangium perplexum strain CBS 674.85,
40,OEO_O40,TV-CT-28,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,955,AY598658.2,Globisporangium perplexum strain CBS 674.85,Yes
26,OEO_O26,TV-CT-1-1,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,955,AY598658.2,Globisporangium perplexum strain CBS 674.85,
33,OEO_O33,TV-CT-16,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,946,AY598658.2,Globisporangium perplexum strain CBS 674.85,
35,OEO_O35,TV-CT-23,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium perplexum strain CBS 674.85,Globisporangium Clade J,Globisporangium perplexum,G. perplexum,100,100,951,AY598658.2,Globisporangium perplexum strain CBS 674.85,
202,OEO_O202,PB-CT-10,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS1_2021,Central,2021,32.42,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.297,1000,HQ643764.1,Globisporangium rostratifingens BR627,
249,OEO_O249,GF-CT-1,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.308,1020,HQ643764.1,Globisporangium rostratifingens BR627,
235,OEO_O235,GF-CT2-9,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.671,913,DQ091300.1,Globisporangium rostratifingens 020172,
238,OEO_O238,GF-CT2-12,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.586,969,DQ091300.1,Globisporangium rostratifingens 020172,
243,OEO_O243,GF-CT2-22-2,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.586,969,DQ091300.1,Globisporangium rostratifingens 020172,
432,OEO_O432,L-CT-34,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,100,99.646,848,DQ091300.1,Globisporangium rostratifingens 020172,Yes
447,OEO_O447,L-CT2-13-3,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.704,1023,HQ643764.1,Globisporangium rostratifingens BR627,
103,OEO_O103,PR-CT-3,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.585,966,DQ091300.1,Globisporangium rostratifingens 020172,
177,OEO_O177,PR-CT-45-1,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.172,968,DQ091300.1,Globisporangium rostratifingens 020172,
180,OEO_O180,PR-CT-49-1,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.793,966,HQ643764.1,Globisporangium rostratifingens BR627,
29,OEO_O29,TV-CT-12-1,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.694,995,DQ091300.1,Globisporangium rostratifingens 020172,
30,OEO_O30,TV-CT-12-2,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.694,987,DQ091300.1,Globisporangium rostratifingens 020172,
34,OEO_O34,TV-CT-20,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,98,99.694,998,DQ091300.1,Globisporangium rostratifingens 020172,
27,OEO_O27,TV-CT-1-2,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.793,969,HQ643764.1,Globisporangium rostratifingens BR627,
37,OEO_O37,TV-CT-24-2,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,100,100,1008,HQ643764.1,Globisporangium rostratifingens BR627,
38,OEO_O38,TV-CT-25,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.598,1001,HQ643764.1,Globisporangium rostratifingens BR627,
39,OEO_O39,TV-CT-26,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.795,978,HQ643764.1,Globisporangium rostratifingens BR627,
487,OEO_O487,TV-CT-24,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,100,100,882,HQ643764.1,Globisporangium rostratifingens BR627,Yes
59,OEO_O59,TV-CT2-6-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.638,831,DQ091300.1,Globisporangium rostratifingens 020172,
72,OEO_O72,TV-CT2-17,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.686,959,DQ091300.1,Globisporangium rostratifingens 020172,
74,OEO_O74,TV-CT2-19-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.591,981,DQ091300.1,Globisporangium rostratifingens 020172,
77,OEO_O77,TV-CT2- 22,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.694,995,DQ091300.1,Globisporangium rostratifingens 020172,
87,OEO_O87,TV-CT2-31-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.58,954,DQ091300.1,Globisporangium rostratifingens 020172,
89,OEO_O89,TV-CT2-33,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.592,982,DQ091300.1,Globisporangium rostratifingens 020172,
90,OEO_O90,TV-CT2-34,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,98,99.694,996,DQ091300.1,Globisporangium rostratifingens 020172,
64,OEO_O64,TV-CT2-9-3,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.787,942,HQ643764.1,Globisporangium rostratifingens BR627,
86,OEO_O86,TV-CT2-30-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,100,100,1007,HQ643764.1,Globisporangium rostratifingens BR627,
94,OEO_O94,TV-CT2-40,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.298,1002,HQ643764.1,Globisporangium rostratifingens BR627,
98,OEO_O98,TV-CT2-21,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,99,99.793,967,HQ643764.1,Globisporangium rostratifingens BR627,
513,OEO_O513,TV-CT2-22-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens 020172,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,100,99.733,748,DQ091300.1,Globisporangium rostratifingens 020172,Yes
494,OEO_O494,TV-CT2-3,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,100,100,881,HQ643764.1,Globisporangium rostratifingens BR627,
499,OEO_O499,TV-CT2-7-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,100,99.9,1005,HQ643764.1,Globisporangium rostratifingens BR627,
516,OEO_O516,TV-CT2-28,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium rostratifingens BR627,Globisporangium Clade E,Globisporangium rostratifingens,G. rostratifingens,100,99.88,834,HQ643764.1,Globisporangium rostratifingens BR627,
288,OEO_O288,RH-CT-30-2,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sp. isolate Lev1523,Globisporangium Clade E,Globisporangium sp. Lev1523,G. sp. Lev1523,100,100,907,HQ643803.1,Globisporangium sp. isolate Lev1523,Yes
262,OEO_O262,RH-CT-5,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sp. isolate Lev1523,Globisporangium Clade E,Globisporangium sp. Lev1523,G. sp. Lev1523,100,100,860,HQ643803.1,Globisporangium sp. isolate Lev1523,
281,OEO_O281,RH-CT-18,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sp. isolate Lev1523,Globisporangium Clade E,Globisporangium sp. Lev1523,G. sp. Lev1523,100,100,907,HQ643803.1,Globisporangium sp. isolate Lev1523,
314,OEO_O314,LC-CT-27,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sp. isolate Lev1523,Globisporangium Clade E,Globisporangium sp. Lev1523,G. sp. Lev1523,100,100,907,HQ643803.1,Globisporangium sp. isolate Lev1523,
469,OEO_O469,TV-CT-6,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sp. isolate Lev1523,Globisporangium Clade E,Globisporangium sp. Lev1523,G. sp. Lev1523,98,99.121,910,HQ643803.1,Globisporangium sp. isolate Lev1523,Yes
547,OEO_O547,EVS-CT2-28,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS2_2022,Central,2022,32.4222484,-85.8858816,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sp. isolate UZ277,Globisporangium Clade J,Globisporangium sp. UZ277,G. sp. UZ277,100,99.865,741,AB468800.1,Globisporangium sp. isolate UZ277,Yes
143,OEO_O143,BR-CT2-1,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,956,AY598701.2,Globisporangium spinosum strain CBS 275.67,
170,OEO_O170,BR-CT2-23,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,952,AY598701.2,Globisporangium spinosum strain CBS 275.67,Yes
147,OEO_O147,BR-CT2-4-2,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,963,AY598701.2,Globisporangium spinosum strain CBS 275.67,
41,OEO_O41,PB-CT-1,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS1_2021,Central,2021,32.42,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,948,AY598701.2,Globisporangium spinosum strain CBS 275.67,
44,OEO_O44,PB-CT-5,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS1_2021,Central,2021,32.42,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,963,AY598701.2,Globisporangium spinosum strain CBS 275.67,
45,OEO_O45,PB-CT-6,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS1_2021,Central,2021,32.42,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,938,AY598701.2,Globisporangium spinosum strain CBS 275.67,
47,OEO_O47,PB-CT-15,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS1_2021,Central,2021,32.42,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,962,AY598701.2,Globisporangium spinosum strain CBS 275.67,
48,OEO_O48,PB-CT-23,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS1_2021,Central,2021,32.42,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,961,AY598701.2,Globisporangium spinosum strain CBS 275.67,
194,OEO_O194,FC-CT-10-1,Macon,"Field Crops Unit, EV Smith Research and education center",EVS2_2021,Central,2021,32.49,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,958,AY598701.2,Globisporangium spinosum strain CBS 275.67,Yes
214,OEO_O214,GF-CT-8,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,962,AY598701.2,Globisporangium spinosum strain CBS 275.67,
348,OEO_O348,GF-CT-18,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,99.376,959,AY598701.2,Globisporangium spinosum strain CBS 275.67,Yes
176,OEO_O176,PR-CT-44,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,956,AY598701.2,Globisporangium spinosum strain CBS 275.67,
178,OEO_O178,PR-CT-45-2,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,962,AY598701.2,Globisporangium spinosum strain CBS 275.67,
201,OEO_O201,TV-CT-29,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2021,North,2021,34.68571065,-86.8867226,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium spinosum strain CBS 275.67,Globisporangium Clade F,Globisporangium spinosum,G. spinosum,100,100,938,AY598701.2,Globisporangium spinosum strain CBS 275.67,
52,OEO_O52,PB-CT-28,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS1_2021,Central,2021,32.42,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.895,953,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,Yes
420,OEO_O420,L-CT-23,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.58,953,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,Yes
303,OEO_O303,LC-CT-15,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.79,950,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
308,OEO_O308,LC-CT-21,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.79,950,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
442,OEO_O442,L-CT2-10,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,99,99.368,950,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,Yes
455,OEO_O455,L-CT2-23-1,Lawrence,Lawrence county field 2,LAWRENCE2_2022,North,2022,34.68,-87.27,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,99,99.789,952,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
466,OEO_O466,TV-CT-1,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.895,951,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
468,OEO_O468,TV-CT-5,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,99,99.579,949,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
472,OEO_O472,TV-CT-10,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.578,947,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
476,OEO_O476,TV-CT-14,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Globisporangium sylvaticum strain CBS 453.67,Globisporangium Clade F,Globisporangium sylvaticum,G. sylvaticum,100,99.685,951,AY598645.2,Globisporangium sylvaticum strain CBS 453.67,
